1AA4A817-2392-34F8-E585-750D42354359_time (s),1AA4A817-2392-34F8-E585-750D42354359_raw_resistance
3.351,10.582036018371582
3.371,10.789663314819336
3.391,10.651079177856445
3.413,10.859206199645996
3.433,10.720288276672363
3.454,10.789663314819336
3.474,10.859206199645996
3.494,10.582036018371582
3.514,10.44444465637207
3.538,10.859206199645996
3.558,10.582036018371582
3.578,10.720288276672363
3.598,10.789663314819336
3.619,10.789663314819336
3.641,10.789663314819336
3.661,10.513157844543457
3.681,10.720288276672363
3.701,10.789663314819336
3.721,10.789663314819336
3.741,10.859206199645996
3.761,10.789663314819336
3.781,10.720288276672363
3.801,10.720288276672363
3.821,10.720288276672363
3.841,10.789663314819336
3.861,10.859206199645996
3.881,10.375894546508789
3.901,10.720288276672363
3.921,10.513157844543457
3.941,10.513157844543457
3.961,10.789663314819336
3.981,10.720288276672363
4.001,10.789663314819336
4.024,10.789663314819336
4.044,10.720288276672363
4.064,10.651079177856445
4.084,10.859206199645996
4.104,10.789663314819336
4.124,10.513157844543457
4.144,10.582036018371582
4.164,10.720288276672363
4.184,10.859206199645996
4.204,10.789663314819336
4.224,10.859206199645996
4.244,10.720288276672363
4.264,10.789663314819336
4.284,10.720288276672363
4.304,10.789663314819336
4.324,10.859206199645996
4.344,10.720288276672363
4.364,10.513157844543457
4.384,10.789663314819336
4.404,10.789663314819336
4.424,10.375894546508789
4.444,10.513157844543457
4.464,10.513157844543457
4.484,10.651079177856445
4.504,10.720288276672363
4.524,10.513157844543457
4.547,10.720288276672363
4.567,10.651079177856445
4.587,10.720288276672363
4.607,10.720288276672363
4.627,10.720288276672363
4.647,10.44444465637207
4.667,10.651079177856445
4.689,10.720288276672363
4.709,10.720288276672363
4.729,10.720288276672363
4.749,10.513157844543457
4.769,10.789663314819336
4.789,10.720288276672363
4.809,10.720288276672363
4.829,10.651079177856445
4.849,10.720288276672363
4.869,10.582036018371582
4.889,10.789663314819336
4.909,10.859206199645996
4.929,10.582036018371582
4.949,10.582036018371582
4.969,10.789663314819336
4.989,10.651079177856445
5.009,10.789663314819336
5.029,10.720288276672363
5.049,10.44444465637207
5.069,10.582036018371582
5.089,10.789663314819336
5.109,10.651079177856445
5.129,10.789663314819336
5.149,10.582036018371582
5.169,10.789663314819336
5.189,10.720288276672363
5.209,10.720288276672363
5.229,10.651079177856445
5.249,10.720288276672363
5.272,10.720288276672363
5.292,10.789663314819336
5.312,10.44444465637207
5.332,10.582036018371582
5.356,10.720288276672363
5.376,10.582036018371582
5.396,10.789663314819336
5.416,10.720288276672363
5.436,10.720288276672363
5.456,10.651079177856445
5.476,10.651079177856445
5.496,10.651079177856445
5.516,10.375894546508789
5.536,10.789663314819336
5.556,10.789663314819336
5.576,10.789663314819336
5.596,10.720288276672363
5.616,10.720288276672363
5.636,10.582036018371582
5.656,10.720288276672363
5.676,10.789663314819336
5.696,10.789663314819336
5.716,10.720288276672363
5.736,10.651079177856445
5.756,10.789663314819336
5.777,10.651079177856445
5.797,10.789663314819336
5.817,10.720288276672363
5.837,10.651079177856445
5.861,10.859206199645996
5.881,10.720288276672363
5.901,10.651079177856445
5.921,10.789663314819336
5.941,10.859206199645996
5.961,10.789663314819336
5.981,10.582036018371582
6.001,10.720288276672363
6.021,10.651079177856445
6.041,10.789663314819336
6.061,10.859206199645996
6.081,10.789663314819336
6.101,10.720288276672363
6.121,10.720288276672363
6.141,10.859206199645996
6.161,10.720288276672363
6.181,10.513157844543457
6.201,10.720288276672363
6.221,10.513157844543457
6.241,10.789663314819336
6.261,10.789663314819336
6.281,10.789663314819336
6.301,10.859206199645996
6.321,10.720288276672363
6.341,10.720288276672363
6.361,10.720288276672363
6.381,10.651079177856445
6.401,10.720288276672363
6.421,10.789663314819336
6.443,10.720288276672363
6.463,10.789663314819336
6.483,10.859206199645996
6.503,10.789663314819336
6.523,10.582036018371582
6.543,10.513157844543457
6.563,10.651079177856445
6.583,10.720288276672363
6.603,10.651079177856445
6.623,10.582036018371582
6.647,10.720288276672363
6.667,10.720288276672363
6.687,10.789663314819336
6.711,10.720288276672363
6.731,10.582036018371582
6.751,10.720288276672363
6.771,10.582036018371582
6.791,10.513157844543457
6.811,10.789663314819336
6.831,10.651079177856445
6.851,10.720288276672363
6.871,10.720288276672363
6.891,10.720288276672363
6.912,10.651079177856445
6.932,10.859206199645996
6.954,10.720288276672363
6.974,10.789663314819336
6.994,10.720288276672363
7.014,10.651079177856445
7.034,10.720288276672363
7.056,10.789663314819336
7.076,10.720288276672363
7.096,10.513157844543457
7.116,10.513157844543457
7.136,10.720288276672363
7.156,10.582036018371582
7.176,10.720288276672363
7.196,10.789663314819336
7.216,10.513157844543457
7.236,10.651079177856445
7.256,10.651079177856445
7.276,10.789663314819336
7.298,10.720288276672363
7.318,10.582036018371582
7.338,10.513157844543457
7.358,10.789663314819336
7.378,10.651079177856445
7.398,10.720288276672363
7.418,10.513157844543457
7.438,10.720288276672363
7.458,10.513157844543457
7.478,10.651079177856445
7.498,10.720288276672363
7.518,10.720288276672363
7.538,10.513157844543457
7.558,10.44444465637207
7.578,10.720288276672363
7.598,10.789663314819336
7.622,10.859206199645996
7.642,10.720288276672363
7.662,10.720288276672363
7.682,10.651079177856445
7.702,10.651079177856445
7.722,10.789663314819336
7.742,10.720288276672363
7.762,10.720288276672363
7.782,10.859206199645996
7.802,10.582036018371582
7.822,10.720288276672363
7.842,10.720288276672363
7.862,10.720288276672363
7.882,10.513157844543457
7.902,10.720288276672363
7.926,10.651079177856445
7.946,10.513157844543457
7.966,10.720288276672363
7.986,10.651079177856445
8.006,10.720288276672363
8.026,10.789663314819336
8.046,10.720288276672363
8.066,10.720288276672363
8.086,10.859206199645996
8.106,10.720288276672363
8.126,10.789663314819336
8.146,10.651079177856445
8.166,10.375894546508789
8.186,10.859206199645996
8.206,10.651079177856445
8.226,10.582036018371582
8.246,10.651079177856445
8.266,10.720288276672363
8.288,10.720288276672363
8.308,10.789663314819336
8.328,10.651079177856445
8.348,10.651079177856445
8.368,10.789663314819336
8.388,10.789663314819336
8.408,10.720288276672363
8.428,10.720288276672363
8.448,10.789663314819336
8.468,10.651079177856445
8.488,10.651079177856445
8.508,10.44444465637207
8.528,10.582036018371582
8.551,10.720288276672363
8.571,10.720288276672363
8.591,10.651079177856445
8.611,10.582036018371582
8.631,10.720288276672363
8.651,10.651079177856445
8.671,10.720288276672363
8.691,10.651079177856445
8.711,10.582036018371582
8.731,10.720288276672363
8.751,10.720288276672363
8.771,10.720288276672363
8.791,10.582036018371582
8.811,10.720288276672363
8.831,10.720288276672363
8.851,10.720288276672363
8.871,10.859206199645996
8.891,10.789663314819336
8.911,10.720288276672363
8.931,10.513157844543457
8.951,10.651079177856445
8.971,10.513157844543457
8.991,10.720288276672363
9.011,10.720288276672363
9.031,10.720288276672363
9.051,10.44444465637207
9.071,10.720288276672363
9.091,10.651079177856445
9.111,10.375894546508789
9.131,10.720288276672363
9.151,10.720288276672363
9.171,10.513157844543457
9.191,10.582036018371582
9.211,10.720288276672363
9.231,10.720288276672363
9.251,10.720288276672363
9.271,10.720288276672363
9.291,10.789663314819336
9.311,10.582036018371582
9.332,10.651079177856445
9.352,10.582036018371582
9.372,10.513157844543457
9.392,10.582036018371582
9.412,10.720288276672363
9.432,10.651079177856445
9.452,10.720288276672363
9.472,10.582036018371582
9.492,10.720288276672363
9.512,10.651079177856445
9.532,10.720288276672363
9.552,10.720288276672363
9.572,10.651079177856445
9.592,10.720288276672363
9.612,10.651079177856445
9.632,10.651079177856445
9.652,10.651079177856445
9.672,10.651079177856445
9.692,10.44444465637207
9.712,10.651079177856445
9.732,10.651079177856445
9.752,10.720288276672363
9.772,10.513157844543457
9.792,10.582036018371582
9.812,10.720288276672363
9.832,10.582036018371582
9.852,10.651079177856445
9.872,10.44444465637207
9.892,10.582036018371582
9.912,10.720288276672363
9.932,10.44444465637207
9.952,10.651079177856445
9.972,10.720288276672363
9.995,10.651079177856445
10.015,10.44444465637207
10.035,10.720288276672363
10.055,10.720288276672363
10.075,10.720288276672363
10.095,10.720288276672363
10.115,10.651079177856445
10.135,10.651079177856445
10.155,10.720288276672363
10.175,10.375894546508789
10.195,10.651079177856445
10.215,10.651079177856445
10.235,10.789663314819336
10.255,10.513157844543457
10.275,10.651079177856445
10.295,10.720288276672363
10.315,10.720288276672363
10.339,10.582036018371582
10.359,10.375894546508789
10.379,10.720288276672363
10.399,10.720288276672363
10.419,10.720288276672363
10.439,10.789663314819336
10.459,10.720288276672363
10.479,10.720288276672363
10.499,10.44444465637207
10.519,10.513157844543457
10.539,10.720288276672363
10.559,10.513157844543457
10.579,10.44444465637207
10.599,10.651079177856445
10.619,10.44444465637207
10.639,10.513157844543457
10.659,10.651079177856445
10.679,10.582036018371582
10.699,10.44444465637207
10.719,10.720288276672363
10.739,10.513157844543457
10.759,
10.779,
10.799,
